utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651820017,-27,5,21,4.0
1651820019,-28,5,23,1.0
1651820021,-28,5,23,0.0
1651820023,-29,5,26,1.5
1651820025,-27,5,21,-2.5
1651820027,-29,12,26,2.5
1651820029,-29,5,26,0.0
1651820031,-27,5,21,-2.5
1651820033,-29,10,26,2.5
1651820035,-22,5,12,-7.0
1651820037,-21,5,10,-1.0
1651820039,-31,12,33,11.5
1651820041,-29,13,26,-3.5
1651820043,-30,13,29,1.5
1651820045,-29,13,26,-1.5
1651820047,-26,13,18,-4.0
1651820049,-27,5,21,1.5
1651820051,-33,5,41,10.0
1651820053,-29,5,26,-7.5
1651820055,-35,5,52,13.0
1651820057,-35,12,52,0.0
1651820059,-28,12,23,-14.5
1651820061,-28,12,23,0.0
1651820063,-27,12,21,-1.0
1651820065,-31,12,33,6.0
1651820067,-29,14,26,-3.5
1651820069,-30,12,29,1.5
1651820071,-29,14,26,-1.5
1651820073,-27,14,21,-2.5
1651820075,-28,14,23,1.0
1651820077,-29,14,26,1.5
1651820079,-29,14,26,0.0
1651820081,-32,14,37,5.5
1651820083,-27,14,21,-8.0
1651820085,-31,15,33,6.0
1651820087,-30,15,29,-2.0
1651820089,-29,15,26,-1.5
1651820091,-30,3,29,1.5
1651820093,-31,14,33,2.0
1651820095,-29,14,26,-3.5
1651820097,-30,14,29,1.5
1651820099,-27,14,21,-4.0
1651820101,-32,14,37,8.0
1651820103,-33,14,41,2.0
1651820105,-27,14,21,-10.0
1651820107,-31,15,33,6.0
1651820109,-29,15,26,-3.5
1651820111,-29,15,26,0.0
1651820113,-28,12,23,-1.5
1651820115,-27,12,21,-1.0
1651820117,-28,12,23,1.0
1651820119,-32,12,37,7.0
1651820121,-26,12,18,-9.5
1651820123,-28,11,23,2.5
1651820125,-26,15,18,-2.5
1651820127,-34,15,46,14.0
1651820129,-28,15,23,-11.5
1651820131,-30,5,29,3.0
1651820133,-29,5,26,-1.5
1651820135,-29,5,26,0.0
1651820137,-30,5,29,1.5
1651820139,-30,6,29,0.0
1651820141,-27,6,21,-4.0
1651820143,-28,5,23,1.0
1651820145,-28,6,23,0.0
1651820147,-30,6,29,3.0
1651820149,-28,6,23,-3.0
1651820151,-28,6,23,0.0
1651820153,-28,6,23,0.0
1651820155,-24,13,15,-4.0
1651820157,-38,13,73,29.0
1651820159,-30,13,29,-22.0
1651820161,-37,13,65,18.0
1651820163,-29,13,26,-19.5
1651820165,-25,13,16,-5.0
1651820167,-27,13,21,2.5
1651820169,-29,6,26,2.5
1651820171,-28,15,23,-1.5
1651820173,-29,13,26,1.5
1651820175,-28,13,23,-1.5
1651820177,-27,13,21,-1.0
1651820179,-27,7,21,0.0
1651820181,-27,15,21,0.0
1651820183,-28,15,23,1.0
1651820185,-30,15,29,3.0
1651820187,-29,15,26,-1.5
1651820189,-30,5,29,1.5
1651820191,-38,15,73,22.0
1651820193,-32,15,37,-18.0
1651820195,-28,15,23,-7.0
1651820197,-27,15,21,-1.0
1651820199,-24,15,15,-3.0
1651820201,-29,15,26,5.5
1651820203,-29,15,26,0.0
1651820205,-29,15,26,0.0
1651820207,-27,15,21,-2.5
1651820209,-28,15,23,1.0
1651820211,-28,14,23,0.0
1651820213,-30,14,29,3.0
1651820215,-29,14,26,-1.5
1651820217,-28,14,23,-1.5
1651820219,-32,14,37,7.0
1651820221,-30,14,29,-4.0
1651820223,-28,14,23,-3.0
1651820225,-26,14,18,-2.5
1651820227,-30,14,29,5.5
1651820229,-29,14,26,-1.5
1651820231,-29,14,26,0.0
1651820233,-29,14,26,0.0
1651820235,-27,14,21,-2.5
1651820237,-28,14,23,1.0
1651820239,-29,15,26,1.5
1651820241,-27,15,21,-2.5
1651820243,-30,15,29,4.0
1651820245,-29,14,26,-1.5
1651820247,-30,14,29,1.5
1651820249,-31,14,33,2.0
1651820251,-28,15,23,-5.0
1651820253,-29,15,26,1.5
1651820255,-29,15,26,0.0
1651820257,-28,15,23,-1.5
1651820259,-29,12,26,1.5
1651820261,-31,12,33,3.5
1651820263,-28,12,23,-5.0
1651820265,-30,12,29,3.0
1651820267,-28,12,23,-3.0
1651820269,-35,12,52,14.5
1651820271,-32,12,37,-7.5
1651820273,-28,12,23,-7.0
1651820275,-29,12,26,1.5
1651820277,-29,5,26,0.0
1651820279,-30,11,29,1.5
1651820281,-28,6,23,-3.0
1651820283,-33,13,41,9.0
1651820285,-31,13,33,-4.0
1651820287,-31,13,33,0.0
1651820289,-28,13,23,-5.0
1651820291,-30,13,29,3.0
1651820293,-29,13,26,-1.5
1651820295,-29,13,26,0.0
1651820297,-27,13,21,-2.5
1651820299,-29,13,26,2.5
1651820301,-32,13,37,5.5
1651820303,-35,13,52,7.5
1651820305,-29,14,26,-13.0
1651820307,-30,14,29,1.5
1651820309,-30,14,29,0.0
1651820311,-34,14,46,8.5
1651820313,-29,14,26,-10.0
1651820315,-30,14,29,1.5
1651820317,-27,14,21,-4.0
1651820319,-26,14,18,-1.5
1651820321,-26,14,18,0.0
1651820323,-30,14,29,5.5
1651820325,-28,14,23,-3.0
1651820327,-30,14,29,3.0
1651820329,-29,14,26,-1.5
1651820331,-28,14,23,-1.5
1651820333,-29,14,26,1.5
1651820335,-33,14,41,7.5
1651820337,-24,14,15,-13.0
1651820339,-27,14,21,3.0
1651820341,-29,14,26,2.5
1651820343,-27,14,21,-2.5
1651820345,-32,14,37,8.0
1651820347,-29,14,26,-5.5
1651820349,-28,11,23,-1.5
1651820351,-27,6,21,-1.0
1651820353,-27,11,21,0.0
1651820355,-28,6,23,1.0
1651820357,-37,6,65,21.0
1651820359,-28,13,23,-21.0
1651820361,-30,13,29,3.0
1651820363,-33,13,41,6.0
1651820365,-28,13,23,-9.0
1651820367,-30,13,29,3.0
1651820369,-28,13,23,-3.0
1651820371,-30,13,29,3.0
1651820373,-27,6,21,-4.0
1651820375,-27,6,21,0.0
1651820377,-27,6,21,0.0
1651820379,-29,6,26,2.5
1651820381,-28,6,23,-1.5
1651820383,-29,6,26,1.5
1651820385,-29,6,26,0.0
1651820387,-32,14,37,5.5
1651820389,-32,14,37,0.0
1651820391,-27,15,21,-8.0
1651820393,-31,14,33,6.0
1651820395,-22,15,12,-10.5
1651820397,-32,15,37,12.5
1651820399,-29,15,26,-5.5
1651820401,-31,15,33,3.5
1651820403,-31,15,33,0.0
1651820405,-27,15,21,-6.0
1651820407,-29,15,26,2.5
1651820409,-29,15,26,0.0
1651820411,-30,15,29,1.5
1651820413,-27,13,21,-4.0
1651820415,-27,15,21,0.0
1651820417,-24,15,15,-3.0
1651820419,-32,15,37,11.0
1651820421,-32,15,37,0.0
1651820423,-28,15,23,-7.0
1651820425,-27,15,21,-1.0
1651820427,-28,15,23,1.0
1651820429,-28,15,23,0.0
1651820431,-26,15,18,-2.5
1651820433,-26,15,18,0.0
1651820435,-27,15,21,1.5
1651820437,-27,15,21,0.0
1651820439,-28,15,23,1.0
1651820441,-28,15,23,0.0
1651820443,-32,14,37,7.0
1651820445,-29,14,26,-5.5
1651820447,-29,14,26,0.0
1651820449,-29,14,26,0.0
1651820451,-30,14,29,1.5
1651820453,-28,14,23,-3.0
1651820455,-27,14,21,-1.0
1651820457,-32,14,37,8.0
1651820459,-33,14,41,2.0
1651820461,-30,14,29,-6.0
1651820463,-31,13,33,2.0
1651820465,-27,14,21,-6.0
1651820467,-29,14,26,2.5
1651820469,-25,14,16,-5.0
1651820471,-78,14,7307,3645.5
1651820473,-29,14,26,-3640.5
1651820475,-28,13,23,-1.5
1651820477,-31,14,33,5.0
1651820479,-29,14,26,-3.5
1651820481,-29,14,26,0.0
1651820483,-29,14,26,0.0
1651820485,-29,15,26,0.0
1651820487,-27,14,21,-2.5
1651820489,-28,7,23,1.0
1651820491,-29,15,26,1.5
1651820493,-30,15,29,1.5
1651820495,-30,15,29,0.0
1651820497,-27,13,21,-4.0
1651820499,-30,13,29,4.0
1651820501,-24,12,15,-7.0
1651820503,-27,12,21,3.0
1651820505,-29,12,26,2.5
