utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651762174,-28,6,23,-11.5
1651762176,-28,6,23,0.0
1651762178,-28,6,23,0.0
1651762180,-31,6,33,5.0
1651762182,-27,6,21,-6.0
1651762184,-29,6,26,2.5
1651762186,-31,6,33,3.5
1651762188,-34,6,46,6.5
1651762190,-26,6,18,-14.0
1651762192,-35,6,52,17.0
1651762194,-29,4,26,-13.0
1651762196,-34,4,46,10.0
1651762198,-32,4,37,-4.5
1651762200,-27,6,21,-8.0
1651762202,-26,6,18,-1.5
1651762204,-27,6,21,1.5
1651762206,-28,6,23,1.0
1651762208,-26,6,18,-2.5
1651762210,-30,6,29,5.5
1651762212,-33,6,41,6.0
1651762214,-29,6,26,-7.5
1651762216,-26,6,18,-4.0
1651762218,-28,6,23,2.5
1651762220,-30,6,29,3.0
1651762222,-27,6,21,-4.0
1651762224,-31,6,33,6.0
1651762226,-28,6,23,-5.0
1651762228,-26,6,18,-2.5
1651762230,-29,6,26,4.0
1651762232,-25,6,16,-5.0
1651762234,-31,6,33,8.5
1651762236,-31,6,33,0.0
1651762238,-28,6,23,-5.0
1651762240,-28,6,23,0.0
1651762242,-30,6,29,3.0
1651762244,-78,6,7307,3639.0
1651762246,-33,6,41,-3633.0
1651762248,-33,6,41,0.0
1651762250,-29,6,26,-7.5
1651762252,-26,6,18,-4.0
1651762254,-28,6,23,2.5
1651762256,-25,6,16,-3.5
1651762258,-28,6,23,3.5
1651762260,-28,6,23,0.0
