utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651804532,-26,12,18,-2.5
1651804534,-28,12,23,2.5
1651804536,-21,12,10,-6.5
1651804538,-29,12,26,8.0
1651804540,-28,12,23,-1.5
1651804542,-28,12,23,0.0
1651804544,-29,12,26,1.5
1651804546,-30,12,29,1.5
1651804548,-29,12,26,-1.5
1651804550,-29,12,26,0.0
1651804552,-27,12,21,-2.5
1651804554,-28,12,23,1.0
1651804556,-30,14,29,3.0
1651804558,-31,12,33,2.0
1651804560,-30,12,29,-2.0
1651804562,-28,14,23,-3.0
1651804564,-29,12,26,1.5
1651804566,-27,12,21,-2.5
1651804568,-28,12,23,1.0
1651804570,-27,12,21,-1.0
1651804572,-26,12,18,-1.5
1651804574,-33,12,41,11.5
1651804576,-25,12,16,-12.5
1651804578,-26,2,18,1.0
1651804580,-27,12,21,1.5
1651804582,-32,12,37,8.0
1651804584,-26,12,18,-9.5
1651804586,-27,12,21,1.5
1651804588,-29,13,26,2.5
1651804590,-29,15,26,0.0
1651804592,-27,5,21,-2.5
1651804594,-27,5,21,0.0
1651804596,-27,7,21,0.0
1651804598,-28,7,23,1.0
1651804600,-28,7,23,0.0
1651804602,-28,7,23,0.0
1651804604,-27,5,21,-1.0
1651804606,-29,5,26,2.5
1651804608,-29,5,26,0.0
1651804610,-29,5,26,0.0
1651804612,-29,5,26,0.0
1651804614,-27,5,21,-2.5
1651804616,-29,11,26,2.5
1651804618,-29,11,26,0.0
1651804620,-27,5,21,-2.5
1651804622,-26,5,18,-1.5
1651804624,-26,13,18,0.0
1651804626,-29,12,26,4.0
1651804628,-30,13,29,1.5
1651804630,-30,10,29,0.0
1651804632,-31,10,33,2.0
1651804634,-30,5,29,-2.0
1651804636,-25,12,16,-6.5
1651804638,-29,12,26,5.0
1651804640,-27,12,21,-2.5
1651804642,-30,12,29,4.0
1651804644,-27,12,21,-4.0
1651804646,-27,12,21,0.0
1651804648,-29,12,26,2.5
1651804650,-30,12,29,1.5
1651804652,-22,12,12,-8.5
1651804654,-23,12,13,0.5
1651804656,-31,12,33,10.0
1651804658,-29,12,26,-3.5
1651804660,-26,12,18,-4.0
1651804662,-28,7,23,2.5
1651804664,-26,10,18,-2.5
1651804666,-31,6,33,7.5
1651804668,-27,6,21,-6.0
1651804670,-26,6,18,-1.5
1651804672,-21,6,10,-4.0
1651804674,-27,12,21,5.5
1651804676,-22,12,12,-4.5
1651804678,-26,12,18,3.0
1651804680,-26,12,18,0.0
1651804682,-29,5,26,4.0
1651804684,-27,13,21,-2.5
1651804686,-30,5,29,4.0
1651804688,-30,7,29,0.0
1651804690,-26,12,18,-5.5
1651804692,-25,7,16,-1.0
1651804694,-26,7,18,1.0
1651804696,-29,7,26,4.0
1651804698,-28,7,23,-1.5
1651804700,-27,7,21,-1.0
1651804702,-28,7,23,1.0
1651804704,-26,5,18,-2.5
1651804706,-30,5,29,5.5
1651804708,-28,5,23,-3.0
1651804710,-27,13,21,-1.0
1651804712,-26,5,18,-1.5
1651804714,-26,7,18,0.0
1651804716,-28,5,23,2.5
1651804718,-27,15,21,-1.0
1651804720,-29,5,26,2.5
1651804722,-24,5,15,-5.5
1651804724,-26,7,18,1.5
1651804726,-26,7,18,0.0
1651804728,-29,7,26,4.0
1651804730,-24,7,15,-5.5
1651804732,-24,11,15,0.0
1651804734,-24,7,15,0.0
1651804736,-31,7,33,9.0
1651804738,-26,7,18,-7.5
1651804740,-26,12,18,0.0
1651804742,-28,11,23,2.5
1651804744,-27,12,21,-1.0
1651804746,-29,7,26,2.5
1651804748,-29,7,26,0.0
1651804750,-29,12,26,0.0
1651804752,-26,12,18,-4.0
1651804754,-28,7,23,2.5
1651804756,-26,7,18,-2.5
1651804758,-30,7,29,5.5
1651804760,-28,7,23,-3.0
1651804762,-29,12,26,1.5
1651804764,-27,12,21,-2.5
1651804766,-31,12,33,6.0
1651804768,-31,12,33,0.0
1651804770,-26,12,18,-7.5
1651804772,-28,12,23,2.5
1651804774,-29,12,26,1.5
1651804776,-28,13,23,-1.5
1651804778,-28,12,23,0.0
1651804780,-23,4,13,-5.0
1651804782,-25,6,16,1.5
1651804784,-29,6,26,5.0
1651804786,-27,6,21,-2.5
